comment,mark
课程十分好,5.0
"好好好好好
",5.0
很有效，很大的帮助！,5.0
受益匪浅 教我如何连网,5.0
。。。。。,1.0
66666,3.0
第三方风格,5.0
课程声音画面都非常清晰，很好，会继续关注,5.0
很好   对我有很大的帮助,5.0
我觉得OK,4.0
还行，作为技术宅的我，还是错了几题23333QAQ,5.0
非常不错 各方面都挺好的,5.0
"讲得真好！

",5.0
不错，很好，很有用。,5.0
66666666666,5.0
效果很好学到了很多,3.0
长见识了。,5.0
加油，一定要加油啊！！！！Fighting！,4.0
66666,5.0
老师讲的通俗易懂，从中学习到了很多知识！,5.0
从第二部分开始 讲课老师 自带口头禅 ‘大家看到没有'  次数超级频繁 严重影响听课体验,3.0
实在是太棒了！,5.0
常好，结合实例讲解，学起来非常快，也很容易理解，感谢分享，但是不晓得怎么解决团码填写问题？是否影响申请证书,5.0
挺好的课程,5.0
请问数据集要如何下载？文件太大有道云不支持下载，谢谢,5.0
非常好，浅显易懂,5.0
非常好，浅显易懂,5.0
课程结构合理，内容通俗易懂，实例很多，干货多多，最好有较强的动手能力，跟着赵老师实操。,5.0
老师的声音太轻了，比键盘声还轻,4.0
"案例很经典
",5.0
"非常好,非常给力",5.0
后面几张代码看不清楚,5.0
内容通俗易懂,4.0
体验非常好,5.0
"进度很快, 细节方面需要自己花时间弥补, 对于实操方面确实是很好的课程.",5.0
感觉讲的好浅啊,3.0
前面的课程不错，ppt也很清楚，后面的ppt根本看不清，没法看！,3.0
非常不错的,5.0
课程设计很好，能听懂,5.0
很好 ！很好 ！很好 ！,5.0
非常不错，建立了一个宏观视角,5.0
努力奋斗！,5.0
有些内容听不懂,4.0
goodgood,5.0
本课程适合讲给文科生听一听，个人希望学到更加深入的知识和干货,3.0
声音有点小,5.0
"可以，但是感觉有些东西比较抽象
",4.0
内容系统，讲解充分,5.0
大大提高个人的思维视野,5.0
案例对于新手菜鸟的我很有用,4.0
"有很多值得深思的问题，也是我想了解的，思维，大脑，计算机，意识，哲学，
这一切的意义在何方？",5.0
深入浅出，我对人工智能有了基本了解。,5.0
老师讲得通俗易懂，适合初学者，可以激发学员对AI的兴趣。就是讲课的声音太小。,4.0
有些无聊。,3.0
课程非常前沿，很有收获,5.0
内容贴合AI前沿，立场客观，很有参考价值,5.0
视频声音太小,5.0
讲的比较清晰  ，但对于有些背景的人来说，偏浅些。,5.0
感谢老师提供,5.0
课程制作精良,5.0
哇！超出预期了,5.0
课程内容结构清晰，给我树立了很好的一个框架，也让我对谷歌公司的广告运营机制有了更深的理解,5.0
老师讲的很清晰，声音很好听。,5.0
很不错，学习了很多新知识,5.0
感觉还不错,5.0
非常好的课程,5.0
非常好，全面梳理了谷歌广告的相关知识,5.0
"干货满满！
",5.0
很有收获!!!!,5.0
很棒，很有用的课程,5.0
课程内容比较简单，结构清晰,5.0
"很有启发的课程 
",5.0
相对系统的简化梳理的Google海外数字营销的相关知识与应用场景，如果能增加模块中关键信息的中英文对照以便于本地化实操就更好了，推荐~,4.0
很好的教材，讲的也很好,5.0
打开了新世界大门,5.0
很系统很全面,5.0
学到蛮多呢,4.0
系统学习，对于了解广告有很大的帮助。,5.0
还不错，了解到很多专业信息,4.0
我一定要加油哦！加油！加油！,5.0
声音忽大忽小，画质模糊到极致，绝了,1.0
老师讲的简单易懂，很快就可以开始上手了，开心,5.0
"有收获，有感悟,非常感谢中国大学MOOC",4.0
视频声音小，代码字小。,3.0
对TensorFlow有了一定的认识，对于独立编写有用的神经网络还有很长的路。,4.0
适合工具的入门学习，不过课程方面感觉连贯性不强，没有对应的课堂作业，收音效果也不好,3.0
课程安排得很好！,4.0
老师讲的很详细很认真，通俗易懂，快来学快来学！,5.0
讲得很详细很认真，非常喜欢这个课程！！！,5.0
课程易于理解，适合tensorflow入门学习,5.0
感谢老师的精彩讲解。只是声音太小了，戴着耳机听可能不太习惯。,5.0
还能听得懂,4.0
"666哦哦哦哦哦666
",5.0
缺少字幕，代码讲解不够详细，框架不够,3.0
非常好很棒,5.0
帮助我全面了解谷歌能做哪些营销工作,5.0
不错不错不错,5.0
內容好評！,5.0
"纯小白，考试居然一次过了，期待进阶课程
",5.0
通俗易懂，生动形象,5.0
有五个字了么？,5.0
课程很好。,5.0
非常好的课程,5.0
课程挺好的，对谷歌广告有了进一步了解,5.0
授课方式非常方便快捷，课程内容清晰实用，很好理解掌握。,5.0
基础讲的不错,5.0
课程挺好挺全面的,5.0
挺好的，就是有时候忘记上课,5.0
"还不错啊啊啊
",5.0
内容虽然挺高大上，但是有些晦涩，希望能够改进。,3.0
工作中需要，基本全面的介绍的谷歌广告的内容。,4.0
课程基础知识讲的很透彻,5.0
很全面，学习到了！,5.0
很全面的介绍出海营销的内容,5.0
了解了许多关于 人工智能的知识,5.0
课程很不错，需要有点儿基础才能懂。声音太小。。,5.0
没有什么深刻的印象,4.0
好好好好好好,5.0
林老师对AI的前沿应用讲得很通俗易懂，条理清晰，PPT演示文稿干净利落，但是视频声音有些小。最喜欢测试有三次机会，哈哈哈。,5.0
还行，比较简单,4.0
很好，继续学习。,5.0
拓展视野，放射性思维,5.0
对于上班族学习很方便，随时随地都可以学习！很好的自我学习平台！,5.0
从一无所知到对整体有了大概的了解,5.0
非常好！期待更多更好的内容,5.0
666666,5.0
很适合小白,5.0
先听一听，然后再写评论吧！,5.0
内容很充实,4.0
期待后续，非常好！,5.0
非常好，就是声音小,5.0
实属上乘，给！,4.0
实属上乘，给！,4.0
实属上乘，给！,4.0
还不错   学到一些基本知识,4.0
系统性的理论和实操知识。,5.0
课程内容由浅入深，对想要了解电商营销的人来说，是一个非常适合的入门课程。,4.0
解释很浅显，好理解,5.0
"很喜欢这样的顶级企业的课程
",5.0
很不错，可以学到专业的数字营销知识,5.0
我觉得课程很不错，我主要是配合着上课的内容进行能够补充学习，拓宽知识面，里面有些课程还是非常不错的。,5.0
"适合无营销北京的小白学习
",3.0
学习到了系统的营销知识，讲解详细,5.0
很好呀很好呀,5.0
感觉还不错,5.0
了解了数字营销及其未来趋势,5.0
谷歌真的棒,5.0
非常适合想要入门数字营销的同学，课程难易适中，老师的声音也非常好听,5.0
很棒，基础内容都有涉及到了,5.0
内容比较基础，适合初学者对营销体系有所认识,5.0
对于整个广告营销体系有充足的认识。,4.0
谢谢老师精彩讲解，受益很大，学到了很多实用知识！,5.0
知识全面，老师讲课清晰系统，值得学习,5.0
老师讲的很好,5.0
"好好好真的好
",5.0
"太棒啦，连2020年12月31日才公布并次日实施的担保制度司法解释都有讲解！谢谢三位老师！！
",5.0
很多名词术语如果能举例解释一下就好了。,4.0
老师讲的很好！,5.0
什么玩意?什么时候开课就不能说清楚?2021.1.11开课1.19就期末考试?,1.0
思路清晰，归纳总结好,4.0
"蛮好的，学到了
",5.0
干货，简单易懂,5.0
希望这方面的课后期还会更新~,5.0
讲的特别好，思路很清晰,5.0
gooooood,5.0
不错哈受教了一定要学习好哈,5.0
谷歌出品，必属精品，学到这里，收获满满，抓紧完成剩下的课程！,5.0
学习了新的知识，了解了国外国内消费者的习惯,5.0
清晰且易懂,5.0
讲解清晰，学习了新的知识,5.0
感觉非常好,5.0
对于入门级的学员来说，讲解得简单、明了、清楚,5.0
干货满满，很好的入门资料,5.0
简单明了，易懂,4.0
对这个有个答题的了解了,5.0
感觉内容不错，很遗憾正学习中，忽然就中断了，不知道什么故障。慕课提示要验证邮箱，但点击了又没有反应，保存失败，郁闷中。,3.0
非常好！讲解结合案例。非常清晰。,5.0
还不错，比较直观，实务操作比较少 理论支持比较多,5.0
内容丰富，课程细致,4.0
ppt动画挺好看的，什么时候也组织培训一下？,5.0
老师讲课讲的很到位，与我们生活的需要息息相关。谢谢老师。,5.0
感觉受益匪浅,2.0
内容详实，易懂，老师讲得再生动些更好,5.0
老师讲的很好,4.0
感觉十分良好,5.0
"很棒，资源共享人类命运共同体
",5.0
"很好很认真、
",5.0
学习真好啊,5.0
"老师的课件逻辑性太棒了，听起来如行云流水般顺畅。各类营养学外的基础性概念也补充得非常全面充分。虽然从今天开始上课，但老师的课程质量让我产生了信心。

非常感谢张勇老师！",5.0
挺满意的，支持！,5.0
很好很好很棒很棒,5.0
老师的学习资料非常星系明了，讲的很体系，但是老师总是站着不动是不是太辛苦了,5.0
非常好 系统的学习了运动营养学,5.0
老师讲的很好 很容易接受,5.0
很不错，有收获,5.0
老师的讲解很清晰，重点很明确，很有收获,5.0
知识点很详细,5.0
课程非常棒、想问一下是否能申请证书,5.0
张勇老师讲的非常好，从营养和运动关系上更多认识，对自己帮助很大。,5.0
喜欢健身，学完之后，感觉很有帮助,4.0
简单实用，不错的课程,5.0
"很系统，希望google能够开设更多的课程

",5.0
挺好的，干货很多。,4.0
内容很好。国内怎么访问谷歌类外网。初学者不会,5.0
内容丰富有逻辑！,5.0
能接收课程。,4.0
很多基础的营销知识梳理还是不错的赞～,4.0
由浅至深，通俗易懂，非常棒,5.0
讲解的比较粗糙，还是要仔细看课件。,4.0
讲解清晰，非常实用。,5.0
视频教学生动有趣,5.0
深入浅出，很好的入门课程,5.0
真不错哈哈哈,5.0
很棒，学到了很多知识。,5.0
能较好的整体了解谷歌广告基础情况,5.0
很好很好很好,5.0
每节课架构很清晰，且一些概念讲的很透彻，而不是晦涩难懂，对自己很有帮助,5.0
解释完全。,5.0
学到了很多有趣的东西 对网络认识更深 ,5.0
通过谷歌的学习，海外数字营销课程，使我对谷歌有了一个初步的认识，课程讲解的非常实用，对我以后在海外营销非常有帮助，我为海外数字营销课程点选！,5.0
不错啊，很喜欢,5.0
"良心课程，值得拥有
",5.0
"棒！实属上乘！
",4.0
学习很快乐,5.0
讲得非常仔细，用心,5.0
好，非常好,4.0
很好，线上线下想结合，课堂与课外相辅相成，极大的扩大了知识面，加深了对课程的学习与理解，培养了学生的兴趣爱好，非常有价值的一门课,5.0
丰富的课外拓展,5.0
非常棒，巩固了课堂的知识！,5.0
"课程十分好
",5.0
很不错的课程,5.0
还没公开课程嘛,4.0
讲的非常好，让我了解数控机床操作，为我以后工工作打下基础,5.0
很不错，点赞,5.0
讲的好极了,5.0
"好好好好好
",5.0
题目很不错，帮助我巩固了知识。,5.0
215-60-,4.0
讲的挺好的,5.0
真的很不错,5.0
为什么我们学校老师就没有像这么手把手教，学校好就是好,4.0
好哈哈哈哈哈,5.0
学到了实实在在的东西，受益匪浅,5.0
老师讲的非常好，思路清晰，内容易懂而且实用，很棒的课程。,5.0
 知识很全面，受益匪浅，以前零丁地学习，现在有了慕课可以系统地学习一下运动营养知识，谢谢张勇老师的授课。,5.0
多睡觉，少打游戏，对身体好，有助于减肥,5.0
老师，什么时候开第二期的课程，很需要呀,5.0
不错学习挺有意思,5.0
课程内容简洁实用！,4.0
五星好评，非常系统，逻辑清晰,5.0
课程内容通俗易懂，收获新知识。,4.0
我觉得受益匪浅,5.0
"线上线下教学相结合，倪补了课堂上笔记不充分的不足，线上学习可以更加深入的了解课程相关知识
",5.0
无基督教爆发,5.0
很好的课程，学到很多有用的知识,5.0
课程内容丰富,4.0
可以更了解 谷歌聯播網、關鍵字下的服務,4.0
真的是非常棒，就是例子不够真实。,5.0
对谷歌广告有了一个全面的了解，以前最多只知道谷歌是用于搜索浏览器,4.0
"实用，例句支撑，老师讲的字正腔圆
",4.0
good good good ,5.0
很棒的课程,5.0
清晰明了，如果能更详细，举例和类别更多就更好,4.0
good！,5.0
很不错，很系统,5.0
整体课程架构清晰,4.0
贼好。不仅教怎么用谷歌做广告，还教怎么营销。真没想到谷歌这么专业,5.0
"非常好！！
",5.0
作为一个新手，从零开始学习。,5.0
"古德古德古德
",5.0
课程内容很适合新手，非常棒，感谢谷歌团队！,4.0
清楚明了，最终测试也很实用，引起很多现实的思考应用,5.0
尝试学习未学习过的领域，真不错,5.0
从这门课中学到了很多,4.0
课程非常不错,5.0
简洁明了，讲解清晰，很专业,5.0
很棒，学到了很多,5.0
good.,5.0
课程非常好,5.0
可以多讲些实践的例子,4.0
简单易懂，外行都比较容易听懂，希望课程多开一些，再开一些进阶的课程。,5.0
很好的内容，实在,5.0
哇！超出预期了,5.0
比较基础了,3.0
哇！超出预期了,5.0
系统全面，可以很好的了解谷歌,5.0
讲解还是比较清晰容易理解,5.0
再细化一些就好了,4.0
实用，详细，专业,5.0
稳赚不亏 讲得很好,5.0
挺好的，学习中,5.0
非常棒的课程，期待更多,5.0
基础入门，确实很不错,5.0
很详细 很具体,5.0
学了很多知识,5.0
好像很不错,5.0
请问老师咱们这门课结课以后颁发证书吗？谢谢！,5.0
讲的比较透彻,5.0
收获很大很好,5.0
再接再厉，加油！,4.0
课程内容可以更详细一点,5.0
丽丽老师牛逼,5.0
学懂得不算太多,4.0
"进度不紧不慢,可以随便随便回看忘掉的知识.",5.0
效果非常好,5.0
tinghoaoo,5.0
"很不错，点很细
",5.0
老师的讲解很细致,5.0
老师们讲得好。,5.0
一些重点公式，希望还是能大致讲解由来，便于深入理解，学得更牢固，而不是浮于表面,4.0
很有用，不浪费时间,5.0
能跟上进度,5.0
老师讲的很nice,5.0
例题讲解太快了，没有计算细节,3.0
五星好评，只不过要分期给,1.0
"快点开学吧
",4.0
老杨冲冲冲,5.0
很好很喜欢,5.0
老师为什么不更新了？,5.0
挺好的 没有一句废话 且解释清晰有条理 超高水平,5.0
讲课的速度，特别是概念处有点快，跟不上。,5.0
很棒很nice,5.0
很好，是正品,5.0
这门课程对自己思想建设帮助很大，老师们辛苦了。,1.0
很好很好 就是我这个理科生听不懂,5.0
西科大的老师讲课特别棒！,5.0
课程材料都很齐全，完备,5.0
针不戳针不戳,5.0
很清楚明白，还有ppt和文字解释,5.0
好很好非常好,5.0
感受很好，学到很多,5.0
内容清晰易懂,5.0
可以很精彩,5.0
每个老师都讲的非常棒！学到了很多！网课体验感不错,5.0
都很好，除了我看的视频没有进度要重新看以外。。。。。,3.0
nice nice！！,5.0
很好啊 搞得很好,5.0
"很棒
很有用
",5.0
"课程挺好的，知识点和拓展都有。
",5.0
课程的内容很好,5.0
"哇，超出了预期“！

",5.0
"哇，超出了预期“！

",5.0
课程设置清晰明了，授课方式轻松幽默，考题安排组织合理,5.0
非常实用，谢谢,5.0
非常受用啊,5.0
谢谢老师，很好的课程,5.0
很好很好很好,5.0
这个课程算是入门级，系统和全面地介绍了google ads的基本几种广告类型。,4.0
整体还不错,4.0
课程结构清晰,4.0
"拓展了我的知识体系，从基础结构开始，由浅入深
",4.0
get a good view,5.0
套话较多 可以更简省直接一些 内容倒是很不错,3.0
很棒，非常感谢官方提供的系统课程，增加了知识，提供了机会。,5.0
内容丰富、实在、具体、实务，可以作为快速认识Google Ads的学习管道。,5.0
收获不少，希望可以推出更多的课程帮助更多的人！,5.0
继续学习，学习,5.0
泛泛而谈，不太实用,3.0
很棒 学到了很多,5.0
very good,5.0
最惨是在国内用不了GOOGLE，烦,5.0
内容很直观，易理解。实用性强,5.0
内容没有落在实处，跟念PPT一样的念，页面切过来切过去的，几点内容看了前面不知道后面，看了后面找不到前面，例题讲解只有思维导向，连个具体的答案和过程都没有，咋写都不知道，做了也不知道对不对；给了公式，啥推导也没有，啥注意也没有，怎么用也不知道，就算套题你好歹套一下过程哇！,2.0
开学吧啊啊,3.0
"学的很棒，赞
",5.0
"挺好的 学的还可以
",4.0
挺好的，可以多讲点例题,4.0
非常的优秀,5.0
课程 组织很好,5.0
讲的挺好的。,5.0
很好的课程,5.0
"讲的很详细,作业题可以很好复习课程,及时改正加强记忆",5.0
老师讲的很清楚，讨论的环节很棒,5.0
理论当先，案例善后，顶,5.0
无法看到学了哪些,3.0
好哈哈哈哈哈,5.0
很不错，很棒,5.0
学习内容丰富，老师讲的也很多很好，一个视频竟然能有差不多20分钟，老师们很厉害,5.0
"6666牛牛牛牛牛

",5.0
课程讲的很好,5.0
教的太棒了,5.0
规矩的规嘛,5.0
不错的;虽说学校安排的额外网课,5.0
"真的非常好

",3.0
学到了许多知识,5.0
"我觉得很好
",5.0
对身边的人和事看法有更加深度的见解了,5.0
好好好好好好,5.0
"培养正确的人生观价值观世界观，很棒的课程
",5.0
整体感觉还不错,5.0
"学到了自己好多不知道的
",5.0
GOOD!!!,5.0
非常好，很好的学习,4.0
老师讲得很清楚，赞,5.0
干货满满，很好,4.0
帮助自己把以前零零散散的知识系统化了，非常好,5.0
挺好的  希望深入,5.0
对计科专业用处不大,3.0
很清晰 讲得很仔细,5.0
期待接下来的课程,5.0
very interesting,5.0
课件逻辑性很强，表达清晰，非常适合学习。,5.0
"我觉得课程很不错，制作很用心
",5.0
我自己也是互联网广告相关从业者，目前主要是在海外做affiliate的，时间不长也没接触过谷歌本身的广告产品，课程学下来倒是挺轻松的92分（其实挺想满分的但是还差一点），希望能有机会听到更进阶的课程提高自己的职业水平吧,4.0
哇！超出预期了,5.0
朴实易理解,5.0
非常不错啊，很系统,5.0
非常棒，很好用,5.0
很不错的课程,5.0
很棒的课程，感谢google中国！期待进阶课程！,5.0
内容丰富多彩，框架清晰，受益良多，感谢,5.0
开拓国际视野，初步认识了数字营销。,4.0
非常不错的内容,5.0
很好  不错的,5.0
老师们非常用心，学习效率很高！,5.0
很好 老师讲课内容丰富 对我们的复习很好,5.0
这个有认证证书？,5.0
老师讲解透彻，给予资料充足,5.0
非常好，非常非常好,5.0
好 哈哈哈哈哈哈,5.0
HHYHHHH,3.0
很好，比较详细,4.0
"讲解的很好，很透彻

",5.0
可以没问题,5.0
154564,5.0
老师人很好,5.0
学的很好，学到很多东西,5.0
00000,5.0
.......,5.0
"感觉不错哦
",5.0
收获颇多，更深刻的了解了测量学,5.0
很好，有很多收获,5.0
"非常有效果
",5.0
无无无无无,5.0
清晰易懂，希望得到下一阶段的学习机会,5.0
ppt看起看赏心悦目，语音很甜美。,5.0
扩展了自己的知识面,5.0
课程内容还是很简单，基础的入门,5.0
基础教学，课件做得很细致,4.0
还在学习中，希望可以有更多类似的课程,5.0
有学到东西,4.0
"结构框架很好，讲解简明扼要。
如果能加入一些企业沉淀的实操案例就更好了，方便培养系统化的思考过程，笔芯♥️",5.0
课程很棒，讲的很不错，学习到了很多大学，很不错的一门课程,5.0
课程很棒，讲的很不错，学习到了很多大学，很不错的一门课程,5.0
内容丰富，容易接受,4.0
学习了 1.5小时 ，了解了大致， 及格了！,5.0
讚讚讚讚讚讚,5.0
就像是谷歌的广告推广,4.0
很详细很好,5.0
不错，有干货,5.0
课件合理易懂，老师声音很好听。,5.0
课程很好，老师讲的通俗易懂,5.0
对于数字营销有了粗浅的认识，熟悉了谷歌广告类型的基本知识。时间花费不多，有利于今后深入学习数字和线上营销。,4.0
作为基础课程  非常不错  但还可以更为详细一些,4.0
课程很棒棒,1.0
好好好好好,5.0
收获满满发人深省,5.0
妙啊妙啊妙啊妙啊,5.0
内容丰富精炼，对我很有帮助,5.0
学到了很多东西,4.0
非常好，非常满意,5.0
太完美了，爱了爱了,5.0
知道了应该怎么活,4.0
"henhaoa
",5.0
简直太棒了。,5.0
简单易懂啦,5.0
"不错不错不错
",5.0
非常棒，感觉自己的灵魂受到了升华。,5.0
"wojuedefeichangbang
",5.0
好张丁杰老师我爱你,5.0
很好很开心,5.0
但额忒的ui他,5.0
老师讲得十分好,5.0
棒棒棒棒棒,5.0
老师讲的很好，单元测验的时间设置有问题嗯，12月5日开课，可是12月28日前完成所有单元测验，应该是设置错了。请老师看一下。,5.0
很好的学习,5.0
老师讲得很好，期待再次开课！开课时间太短！,5.0
老师无论是线上授课还是线下授课，都非常好的喔。咨询课真的挺好玩的，助人自助,5.0
课程内容非常精炼,5.0
学到了很多，棒,5.0
挺不错的课程,5.0
非常好，老师都很不错,5.0
内容简洁明了，教师授课讲述清晰,5.0
老师讲的很全面，思路非常清晰，我受益良多。,5.0
非常好！特别好！,5.0
总体感觉很好,5.0
学习收获很大，受益匪浅！,5.0
还是可以的，想要继续在咨询路上走下去。,5.0
课程内容很全面，授课方式很棒,5.0
老师语言很精炼，信息密度也很适合，总之收获满满。,5.0
"挺好的学到了很多新知识
",4.0
内容过于表面，不深入；授课形式过于单调，乏味。,1.0
感觉挺好的,5.0
妙妙妙妙妙妙妙妙妙妙,5.0
。。。。。。,4.0
"很不错的课程
",5.0
666666,5.0
我觉得讲得非常仔细,5.0
"非常棒很好
",5.0
很好  学到了很多知识,5.0
学习的视频课件都很好,5.0
巴适的板，爽的翻,5.0
非常好非常好,5.0
"好厉害，感觉自己生化了一样
",5.0
非常好，教学视频非常仔细,5.0
这个有证书吗,4.0
没有什么想说,1.0
"0.0
0.0",5.0
"很有意义哦
",5.0
111111,5.0
老师讲课详细耐心非常棒,4.0
zanshihaimeiyou,5.0
学习内容非常丰富，老师讲解很详细,5.0
线下结合线上学习，针对性的预习和复习课程重点，同时结合当前热点实事，拓展学生眼界！,5.0
希望能直接看到错题答案,5.0
挺棒的学习,5.0
收获很多 学到了很多 老师讲得很好,5.0
测验后没有错题解析帮助加深学习印象,3.0
感觉稍微基础了点,3.0
课件间接明了，但缺乏老师互动,4.0
比较多介绍谷歌广告系统吧，不过还是具有参考价值。如何精准通过合适渠道投放推广给目标受众目标产品，提高订单转化率。,4.0
感觉学到了很多东西，这门课很不错,5.0
非常好的课程，学习了很多,5.0
内容非常好,4.0
非常有料！！干货满满。,5.0
学习效果很好!,5.0
基本知识挺全的,4.0
内容很丰富,5.0
好，就是每节课时的课程的框架不明确，学的时候会有点迷糊,5.0
课程内容言简意赅，思路清晰明了，通俗易懂,5.0
内容详细专业,4.0
"课程超级棒，学到了很多新知识。
",5.0
内容精彩，讲解仔细,4.0
非常有帮助,4.0
"还不错的哦
",5.0
"everything is ok
",5.0
"好
很好
非常好
好到极致
",5.0
好的很，我学习起来感到非常有动力。,5.0
非常有收获,5.0
haobaang,5.0
非常不错。,5.0
我觉得很可以,5.0
真是好极了,5.0
非常好！！！,5.0
让我更加了解人生得价值,5.0
还行吧，东西挺多的,4.0
好，非常好,5.0
太刺激了，太开心了!,5.0
教学方式能够接受，老师所讲知识能够充分吸收并且理解,5.0
好好好好好,5.0
可以做完练习就知道解析吗,5.0
。。。。。,5.0
老师讲的很生动。,5.0
学到了很多,5.0
挺好的学到了很多,5.0
很有实际意义,5.0
线上学习挺好的。,4.0
很不错的一款应用,5.0
has!..,5.0
很实用的技巧，受益匪浅,5.0
非常有帮助,5.0
棒棒棒棒棒,5.0
老师讲课的语速刚刚好 说的也很清楚 收获很多！,4.0
受益匪浅，加大了我对心理学兴趣,5.0
"老师讲解详细，非常棒
",5.0
很喜欢，很棒的课！,5.0
感觉非常好，收获了很多,5.0
授课内容和书本和测试的题目联系不太大，感觉测试里的内容在授课视频中并没有提到。,4.0
老师讲的很全面，也很详细，实用性很强。,5.0
很不错，内容很全面。,5.0
理论知识很扎实，可以在课堂中进行引用。,5.0
已参加，但是我的课程里面没有显示,2.0
感觉很好的,5.0
期待老师的讲解,5.0
基础课程要打好基础，这是所有测绘技术的基础课程,5.0
课程很好，全面，更值得思考,5.0
不错，老师讲得很详细,5.0
本人没有意见,4.0
学习有进步,5.0
可以反复观看自己并不懂的地方,5.0
测量学很有作用，我学到了许多知识，学习过程中也很有趣,5.0
虽然钉钉上网课的时候（老师讲述PPT内容）时，对一些表格题目的计算过程说的很详细。但是在课后观看PPT时，由于PPT缺少相应的计算过程，导致看了PPT也没太大的帮助。,5.0
"还是可以的，希望越做越好。
",5.0
"有些讲解的很快
",5.0
1111111111,5.0
测量学带给我的快乐是所有人都想象不到的,5.0
好好！！！！,5.0
"好好好好好
",5.0
学习效果很棒,5.0
讲的还可以,5.0
内容充实 讲解详细 总体很好,5.0
可以，老师教的很好,5.0
老师讲得不错,5.0
学习的不错,5.0
棒  艰苦艰苦看 ,5.0
讲解清晰，知识量可以，配备完善,4.0
真是太好了,5.0
棒！！！！,5.0
蛮好的，还要继续学习,5.0
非常不错学习到数字营销~,5.0
it is nice,5.0
"挺好的，感觉还不错
",5.0
很有用，很系统的了解了谷歌广告,5.0
简单明了，结构清晰,5.0
简单明了，结构清晰,5.0
"感觉不错，收获很大，干货很多
",5.0
课程条理性非常棒,4.0
嗯 不错的样子，简短精练，声音好听。学到了一些东西。,4.0
很喜欢！！,5.0
"学到了很多，讲的很棒，老师声音温柔
",5.0
很好哦，非常棒,5.0
内容充实丰富，课件易懂。,5.0
比较详细，很不错,5.0
。。。。。,5.0
hemhao,4.0
学习让我收获很多,5.0
挺不错的吧,5.0
十分清楚详细,5.0
老师课堂氛围不错,5.0
00000,5.0
HAO.....,4.0
"好
很好 非常好
",5.0
课程讲解清楚,5.0
非常好很有用,5.0
真不错  很好,4.0
"真的真的很棒棒
",5.0
。。。。。,5.0
很不错可以,5.0
"让我更加能思考
",3.0
好好好好好好好,5.0
非常有收获,4.0
"垃圾很垃圾
",2.0
内容很全，易懂，很好的课程，学到了很多知识。,5.0
学习内容有内涵,5.0
".感觉还可以
",5.0
老师讲解的很细致,5.0
不错，很稳定,4.0
好棒，好棒棒,5.0
"爽就完事了
",5.0
很好很好啊,5.0
0.0 =-=    qaq,5.0
好 非常好,4.0
学习非常方便！,4.0
总体还不错,3.0
无。。。。。。,5.0
讲解详细且清晰,5.0
还可以，讲解的挺全面的全是重点知识,5.0
"题目很符合巩固所学知识的要求
",5.0
11111,5.0
66666,5.0
很棒希望继续加油,5.0
11111,5.0
基础更加扎实了,5.0
课程的内容从结构解析到实际案例结合讲解，可以说是讲解得很详细,4.0
非常非常好,5.0
讲的相当好,4.0
不错，挺好的，希望多出些类似的课程,4.0
good 啊,5.0
入门课做出精品课的感觉，还是厉害的。,5.0
不错不错，增加了一些知识,5.0
课程很实用,5.0
逻辑清晰，简单易懂,4.0
很好，非常好,5.0
挺好的，赞一个,5.0
非常实用，高端，值得推荐学习,5.0
很详细很棒,5.0
"挺好的,老师讲的很好
",5.0
很好有学到,5.0
课程纲领清晰，适合理论入门,5.0
"不错，挺好的饿
",5.0
还不错的体验,4.0
很系统，很好。期待学习如何开户，如何操作计划组等细节，以及针对游戏行业的教程。,4.0
切合实际，强化理论与实践相结合！,5.0
好非常好喜欢 ,5.0
我为什么就能看六学时,1.0
还不错，课程挺丰富的,5.0
"特别好，超级好
",5.0
 真的很不错,5.0
我觉得很好,5.0
"非常好。。
",5.0
好，受益匪浅,5.0
"。。。。。。。。。。。。。。。。
",5.0
老师讲的好，辛苦了。,5.0
非常不错，课程精品,4.0
育人 启发  知法,5.0
很不错真的很不错,5.0
学到了很多与生活息息相关、有用的东西,5.0
"很好，老师讲的也很精细
",5.0
老师讲得很仔细，学到了很多,5.0
非常不错的呢。,4.0
"真不错 真不错
",5.0
好好好好好,5.0
网思修网课很好,4.0
收获很多，思想得到了升华,5.0
"非常好好好好
",5.0
"挺好的
大大大大",5.0
在家学习效果没有在校学习好,4.0
总体感觉还是不错的,5.0
课程挺好的  老师讲得也比较清楚,5.0
视频讲解的内容很贴近学习要求，赞！,5.0
"讲得内容简单易懂  非常适合在家学习的氛围
",5.0
老师很好，讲的很仔细,5.0
真的很棒棒哦,5.0
讲解非常详细,5.0
要是单元测试题有解析就更好了,4.0
老师讲的很好，知识点融汇地很快！,5.0
很好的课程,5.0
内容丰富，讲解透彻，通俗易懂。,5.0
内容通熟易懂，知识点清晰，理解起来很容易,5.0
课程内容很充实，老师讲解很仔细,5.0
太棒了，学到了很多专业知识,5.0
老师讲的都很清楚，学懂了不少,5.0
老师讲的非常好！学起来简单易懂。,5.0
课程内容详实充分，老师们讲授清晰条理，学习细节展现清晰，帮助非常大。,5.0
基础性学科，带你进入测绘的领域，了解测绘基础知识，拓展知识面！,5.0
课程设计简洁精炼，知识点密集，课程精品,5.0
拓宽饿了眼界，让我跳出原来的圈子看互联网，很有启发意义，赞。,5.0
"挺不错的内容
",4.0
