comment,sentiment,,
鎴戣寰楄繖涓绋嬭鐨勫緢濂斤紝琛旀帴浜嗛珮涓墍瀛﹁繃鐨勬斂娌讳腑鐨勫摬瀛︾敓娲伙紝浣嗘槸涔熶笉浼氳娌″杩囩殑鐞嗙鐢熷惉涓嶆噦銆?1,,,
鎬庝箞鎵句笉鍒拌鍟?0,,,
璐兼鏉ユ潵鏉? ,1,,
闈炲父妫掞紝寰堜笓涓?1,,,
璇剧▼鍏ㄨ嫳鏂囷紝鏈夌偣璺熶笉涓?0,,,
鎴戞劅瑙夋尯濂界殑,1,,
涓轰粈涔堣繕瑕佷笉缁熶竴鏃堕棿鍋氶锛熴€傘€傘€傘€傘€傘€傘€傘€傘€傘€傘€傘€傘€傘€傘€傘€傘€傘€傘€傘€傞夯鐑?0,,,
鍙楃泭棰囧锛岃鎴戜滑鏇村鍦颁簡瑙ｅ瀛?1,,,
璇剧▼鍐呭绉戝鏈夋晥锛屽鏁欏鏈夋寚瀵间綔鐢?1,,,
涓嶆槸鎴磋€佸笀 鎸傜緤澶村崠鐙楄倝 宸瘎,0,,
娣卞叆瀛︿範浜嗘瘺娉戒笢鎬濇兂 鎺屾彙浜嗕腑鍥界壒鑹茬ぞ浼氫富涔夌悊璁轰綋绯荤殑鍩烘湰鍐呭,1,,
鐪熷ソ锛岃鎴戣繖涓€涓笉鐖卞涔犵殑濂藉瀛愶紝鐖变笂浜嗗鏍?1,,,
鎴戠殑鑹笀鐩婂弸,0,,
涓轰粈涔堝叏閮藉瀹屼簡杩樻槸鏄剧ず灏戝嚑涓鏃舵病瀛︼紵,0,,
鐪熺殑寰堝ソ锛屾敹鑾蜂簡寰堝,1,,
鍐呭涓板瘜锛屾劅璋㈡暀鎺堜滑鐨勪粯鍑?1,,,
寰堟湁甯姪锛岀粰浜嗘垜涓嶄竴鏍风殑瑙嗚,1,,
澶у紑鐪肩晫锛屽彈鐩娿€?1,,,
寰堝ソ 寰堟湁鏀惰幏,1,,
楹荤儲   澶夯鐑?0,,,
璇烽棶鎴愮哗鎬庝箞鏌ョ湅锛?鑰佸笀瑕佹眰瑕佺湅鎴愮哗锛屽彧鑳界湅鍗曞厓娴嬭瘯鍜屾湡鏈殑鍒嗘暟娌℃湁鎬诲垎鍚楋紵,0,,
鍞愯嫳鑰佸笀锛岃禐璧锋潵,1,,
鑰佸笀璁茶В寰堢粏鑷达紝鍐呭寰堝叏闈紝鏈夊緢澶氭祴璇曢鏈夊埄浜庡珐鍥?1,,,
"浜跺か锛岃 dan 绗笁澹?,涓嶈璋堬紝楹荤儲鏁欐巿澶囪浠旂粏鐐广€傝窡鍗椾含鏃呮父瀛︽牎鐨勮€佸笀涓€鏍凤紝鎶婇槾鐖籝ao 锛堢涓夊０锛夎闃碽o銆?,0
鍦ㄥ涔犲畬涔嬪悗",瀵瑰織鎰挎湇鍔℃湁浜嗘洿娣辩殑鎰熷彈,鍚屾椂涔熸槑鐧戒簡蹇楁効鏈嶅姟鐨勯噸瑕佹€?,1
鎷撳鎬濈淮锛岃繘姝ュ法澶с€?1,,,
寰堝ソ锛岄潪甯告,1,,
寰堝ソ锛屽鎴戠殑鍚彂寰堝ぇ,1,,
鏈夌殑PPT鏈夐敊璇?,0,,
鎻愮ず涓嶅強鏃躲€傘€?0,,,
鑰佸笀鐓х蹇甸兘涓嶉€氶『,0,,
鍙楃泭鑹锛屽緢妫?,1,,
璁茬殑鐪熺殑涓嶅拫鏍凤紝鏈潵鏈潃鏄崕涓殑鐪嬬殑锛岀粨鏋滀篃鏄釜蹇祊pt鐨勶紝涓€瑷€闅惧敖锛岄珮鏍℃暀甯堢殑璐ㄩ噺鐪熺殑锛岋紝,0,,
"鍦ㄥ疄楠岃涓?鎴戝鍒颁簡寰堝鍦ㄥ钩鏃剁殑瀛︿範涓涔犱笉鍒扮殑涓滆タ锛屽畠鏁欎細鎴戞洿澶氱殑搴旇鏄竴绉嶆€佸害,瀵瑰緟绉戝,瀵瑰緟瀛︿範锛屼娇鎴戣繘涓€姝ヤ簡瑙ｄ簡鐗╃悊瀹為獙鐨勫熀鏈繃绋嬪拰鍩烘湰鏂规硶,涓烘垜浠婂悗鐨勫涔犲拰宸ヤ綔濂犲畾浜嗚壇濂界殑瀹為獙鍩虹銆?,1
杩欓兘鐐逛笉寮€浠€涔堢帺鎰?0
娴嬮獙绛旀閮戒笉缁?褰卞搷鎴戜滑瀛︿範鏁堢巼 澶け鏈涗簡,0
鍜冲挸锛屾湁寰呮彁楂?0
鑰佸笀璁茶鍐呭涓板瘜锛岄€氫織鏄撻€氥€?1
鑰佸笀鐨勮绋嬬粍缁囦弗瀵嗭紝鍐呭鍏ㄩ潰锛岃繖鏄垜鍚繃鐨勮閲岄潰璇句欢鏈€鐢ㄥ績鐨勶紝鎰熻阿鑰佸笀銆?1
鎴戜笉鍠滄蹇佃浠跺紡鐨勪笂璇炬柟寮?0
閫氳繃瀛︿範锛屼簡瑙ｄ汉浣撳繀闇€钀ュ吇锛屾棩甯歌喅椋熺绫伙紝钀ュ吇涓嶈冻鍜岃繃鍓╂槗鎮ｇ柧鐥呯瓑鐭ヨ瘑锛屽寮哄仴搴锋剰璇嗭紝绠＄悊濂借嚜韬仴搴凤紝涓嶄粎鏄釜浜虹殑锛屼篃鏄竴涓搴紝鐢氳嚦鏄ぞ浼氱殑璐ｄ换銆?1
缃戣璁茬殑澶櫐娑╀簡",,,
",0
澶bug锛岃澶氳璁′笉鍚堢悊,0
闈炲父妫掑晩闈炲父妫?1
娌′粈涔堟兂璇寸殑,0
鎴戞兂璇存湰璇剧▼鍍忎紶閿€涓€鏍锋棤鑱婏紝浼氫笉浼氭兂鎵撴垜鍝堝搱鍝?0
鑾悕鍏跺缁?鍒?0
寤惰繜澶暱锛屾棤璇?0
鐓х潃PPT璇伙紝澹伴煶娌℃湁鎰熸煋鍔涘惉浜嗚浜鸿寰楀洶,0
杞欢涓嶈锛屽涔犲畬涓嶆洿鏂拌嚜宸辩殑瀛︿範杩涘害",,,
",0
鎴戜滑闈掑勾褰撳姫鍔涘涔犳姤鏁堝浗瀹?1
鑰佸笀鐨勮瑙ｅ緢璇︾粏锛屽浜庤绋嬬殑瀛︿範鍜岃璇嗘湁杈冨ぇ鐨勫府鍔?1
璇剧▼鍐呭涓板瘜锛屾暀瀛︽柟寮忓鏍?1
鎴戝彉寰楁洿鍔犵Н鏋佷簡",,,
",1
鎰熻鏁堢巼寰堜綆,0
寰堝叏闈紝寰堜紭绉€锛屽彈鐩婂尓娴?1
鐪嬬潃ppt涓婇潰鐨勫瓧蹇靛氨鍙暀涔﹀悧,0
鑰佸笀锛屾劅璋綘锛岃壇蹇冪殑璇?""",1,,
鍐呭寰堜赴瀵岀殑锛屽涔犱簡寰堝銆?1,,,
濂藉搰锛侊紒锛侊紒,1,,
鎴戣涓鸿繖闂ㄨ绋嬮潪甯稿ソ锛岃韩涓虹悊绉戠敓鍙兘瀵规€濇兂杩欎簺鏂归潰娌℃湁瓒冲鐨勯噸瑙嗭紝鑰岃繖闂ㄨ寰堝ソ鐨勮ˉ鍏呮垜鐨勭┖鐧界煡璇嗐€傝€佸笀涔熼潪甯告湁瓒ｏ紝涓婅鐨勬椂鍊欎笉浼氳寰楁灟鐕ユ棤鍛炽€傛垜璁や负鏄潪甯稿ソ鐨勪竴闂ㄨ,1,,
闈炲父濂界殑璇剧▼锛岃鎴戝彈鐩婂尓娴咃紒,1,,
灏卞噾涓鍒?100鍧楅挶浣犳€庝箞涓嶅幓鎶?10鏈堜唤鎵嶈涓嶅彂鐢靛瓙鐗?浣犳棭鐐硅鎴戝氨涓嶄笂浣犺繖涓浜?闅鹃亾浣犵湡瑙夊緱鎴戜滑瑕佽嚜宸卞紑瀛︽牎鍟?0,,,
閫氳繃鏈绋嬬殑瀛︿範锛屾槸鎴戝彈鐩婂尓娴呫€?1,,,
寰堝ソ 闈炲父濂?,1,,
瀹屽叏鎸夌収璇句欢鏉ュ康鐨勶紝鍚潃鍚潃灏辨病瓒ｅ懗浜?0,,,
澶灟鐕ヤ簡锛屼竴鐐规渚嬪拰瀹炰緥涔熸病鏈夛紝鍩烘湰涓婂氨鏄収鏈绉戯紝娌℃湁瑙ｈ锛屾病鏈夋墿灞曪紝鍙湁涓€銆佷簩銆佷笁銆佸洓銆?銆?銆?銆?銆?0,,,
绗竴娆¤繖涔堣鐪熺殑瀛︿範瀹屾垚锛屼竴澶╀箣鍐呭氨瀛︿範瀹屼簡绗竴鍛ㄧ殑璇剧▼銆傛灄鑰佸笀鐨勮绋嬪緢閫氫織鏄撴噦锛屾妸涓撲笟鐨勭煡璇嗚浆鍖栦负鏅€氳€佺櫨濮撲篃鑳借交鏉惧鎳傜殑鏃ュ父鐢熸椿甯歌瘑銆傚湪瀛︿範涓紝绗竴娆′簡瑙ｄ簡鍐呰€冲惉瑙夎繖涓瘝锛岀粡杩囧疄璺靛浜庣編鍖栧０闊宠捣鍒颁簡寰堝ぇ鐨勫府鍔┿€傛垜鏄竴鍚嶄腑鑱屾暀甯堬紝鎴戠浉淇′粖鍚庣殑璁叉巿浼氭洿杞绘澗銆傚啀涔熶笉浼氬姩涓嶅姩灏卞け澹颁簡銆?1,,,
鎴戣涓猴紝杩欎釜璇剧▼鐨勮缃崄鍒嗘柊棰栵紝閲囧彇浜嗙嚎涓婄嚎涓嬫贩鍚堢殑鏂瑰紡锛屼互鑷充簬鍙互浣挎垜浠鏂归潰鐨勮璇嗕腑鍥界壒鑹茬ぞ浼氫富涔夛紝鏁堟灉姣斿崟涓€鐨勮璇炬巿璇捐濂戒笂寰堝锛屾洿鑳藉紩鍙戞垜浠殑鎬濊€?1,,,
濂介毦鍙楋紝瀛︿笉杩涘幓鍟婏紒,0,,
璇剧▼鍐呭涓板瘜锛岄€傚悎闈炲ぉ鏂囦笓涓氱殑浜哄憳瀛︿範锛屾巿璇剧殑鑰佸笀甯歌瘑娓婂崥锛岃瑙ｇ敓鍔紝閫氫織鏄撴噦锛屾槸涓€涓毦寰楃殑濂借锛?1,,,
涓汉鎵€寰楃◣涓嶆槸鍒嗙患鍚堟墍寰楀悧,0,,
鎴戠湡鐨勫惉涓嶆噦锛屾枃绉戠敓,0,,
瀵圭潃PPT涓€鐩村康涔熻鍚?0,,,
瀛﹀畬浜?璇佷功娌″彂,0,,
鐪熸槸澶熷瀮鍦剧殑銆?0,,,
浜嗚В浜嗗緢澶氬熀鏈€ユ晳鐭ヨ瘑锛屽寮轰簡瀵瑰尰瀛︾殑璁よ瘑,1,,
鑰佸笀鐗瑰埆浜插垏骞介粯锛岃绋嬭缃崄鍒嗘伆褰擄紝璁╂垜瀛﹀埌浜嗗緢澶氭湁鐢ㄧ殑鐭ヨ瘑,1,,
璇剧▼鐭ヨ瘑鐐硅瑙ｆ竻妤氾紝鏉＄悊妗嗘灦鏄庣‘锛屼究浜庡涔犮€?1,,,
鏀惰幏棰囧鐨?,1,,
楂樿€佸笀璁茬殑澶簿褰╀簡锛?1,,,
鐪嬩簡鍑犱釜瑙嗛 鐓ф湰蹇电粡鐨勬劅瑙?鍛冲悓鍤艰湣 瀹炲湪鐪嬩笉涓嬪幓浜?0,,,
鑰佸笀鐪熺殑璁茬殑寰堝ソ璁茬殑寰堝ソ寰堝枩娆?1,,,
鍛靛懙鍛靛懙鍛靛懙,0,,
杩欎釜瀛︿範姣棤鎰忎箟,0,,
闈炲父妫掞紝瀛︿範鏂逛究,1,,
浜屾ゼ闀囬缚鍥惧ソ,1,,
鑰佸笀璁茬殑寰堟湁鏉＄悊锛岄潪甯告湁鐢ㄣ€?1,,,
妗堜緥寰堝舰璞＄幇瀹烇紝甯姪鐞嗚В姒傚康锛侊紒,1,,
涓嶅ソ 寰掓湁铏氬悕,0,,
鏈変簺閮ㄥ垎涓嶆槸寰堝叿浣?0,,,
鍛靛懙鍛靛懙涓嶅ソ,0,,
澶╂枃鐨勬帰绉樻椿鍔ㄥ緢璁╀汉绁炲線锛?1,,,
绁栧浗澶勫湪闇€瑕佹垜浠殑鏃跺埢锛岄渶瑕佹垜浠笉鑱氬爢锛屾埓鍙ｇ僵锛屼繚鎶よ嚜宸卞畨鍏ㄣ€傛垜浠鍔姏鍋氬埌銆?1,,,
璇句欢鏈夊嚭鐜伴敊璇紝鑰佸笀璁茶闅炬噦锛屽熀鏈湪璇籶pt锛屾€绘槸浼氬嚭鐜拌繖绉嶆儏鍐碉細鍏ㄥ睆灞曠ずppt鐨勬椂鍊欒鈥滆繖涓€侀偅涓€濓紝ppt婕旂ず涓婁篃娌℃湁琛ㄦ槑鏄摢涓€?0,,,
娌℃湁瀛﹀埌甯屾湜鐨勫唴瀹?0,,,
杩欎篃澶櫐娑╅毦鎳備簡鍚э紵,0,,
"瀵规垜鐨勭數瀛愬伐绋嬭璁″姞寮轰簡鍩虹鐭ヨ瘑
",1,,
涓嶇煡閬撲负浠€涔堬紝鎴戞€昏寰楃鎳傜櫨绉戦噷鐨勫唴瀹瑰お灏戜簡锛屾病鏈夎€佸笀浠嬬粛鐨勮缁嗭紝鎴戣寰楄缁嗕竴鐐规洿濂斤紝鏇村枩娆㈣€佸笀涓€涔︽湰鍐呭涓轰富锛岃櫧鐒朵功鏈噷璁茬殑鏈夊叧浜庡浣曞紩瀵煎鐢熺殑鍐呭锛屼絾鏄垜浠凡缁忓湪鎺ュ彈楂樼瓑鏁欒偛浜嗭紝搴旇閮借兘鐩磋鐨勬竻鏅扮殑鎺ュ彈骞剁悊瑙ｄ功鏈噷鐨勭煡璇嗭紝浣嗘槸鑰佸笀濡傛灉鎻掑叆鐨勫埆鐨勮棰戝お澶氾紝鍙兘涓嶄細瀵瑰鐢熸帉鎻＄煡璇嗭紝璧风壒鍒ぇ鐨勪綔鐢?0,,,
鑰佸笀骞介粯椋庤叮锛屽竻锛屾繁濂ョ殑鐭ヨ瘑璁茬殑閫氫織鏄撴噦锛屽ぇ鐖憋紒,1,,
杩欎箞鐐逛笢瑗匡紝鐓т功蹇碉紝璐硅繖涔堝ぇ鍔诧紝鏈夋剰鎬濆悧,0,,
姣忎竴浣嶈€佸笀閮借鐨勫緢濂斤紝寰堢粏鑷达紝鍚悗鎰熻Е鑹,1,,
瀛︿範鏂瑰紡鎸烘柊棰栵紝鑰屼笖姣忎釜瑙嗛閮借緝鐭紝鏇存湁鍒╀簬鎻愰珮瀛︾敓鐨勫涔犲叴瓒ｃ€?1,,,
涓嶆兂璇翠簡锛岃嚜宸变綋浼?0,,,
鑰佸笀璁茬殑寰堢粏鑷达紝闈炲父涓嶉敊銆?1,,,
涓轰粈涔堢湅涓嶄簡鍩虹妯″潡鏁板涓婂唽,0,,
娌″繀瑕佸仛杩欎釜璇剧▼锛屽叏閮ㄥ湪鐓т功蹇?0,,,
楠椾汉鐨勫钩鍙帮紝姣棤閬撳痉鍙█,0,,
鍗￠】锛岃澶€侊紝鐢昏川涓嶆竻,0,,
璇剧▼瀹夋帓涓€鍒囬兘濂斤紝灏辨槸璁颁笉浣?0,,,
閫氳繃瀵硅瑙嗛鐨勫涔犺鎴戝涔犲埌寰堝鏀挎不涓婄殑涓滆タ锛岃鎴戝彈鐩婂尓娴?1,,,
鍙兘璇达紝寰堜笉濂?0,,,
姝ゆ璇剧▼璁╂垜鍙楃泭鍖祬锛屼粠涓鍒板緢澶氫笢瑗匡紝婊¤冻瀵瑰ぇ瀛︾殑鍚戝線锛?1,,,
闇€瑕佹湁涓€瀹氱殑鏂囧鍙插熀纭€锛屽涓栫晫鏂囧鍙叉湁涓€涓ぇ姒傛鏋朵箣鍚庡啀鏉ュ惉杩欓棬璇撅紝鑰佸笀閫夋嫨鐨勪唬琛ㄤ綔鍝佸氨鑳借捣鍒版彁绾叉寛棰嗙殑浣滅敤锛屼互鏈€鏈変唬琛ㄦ€х殑娴佹淳鍜屼綔鍝佹繁鍏ユ祬鍑哄湴灞曠ず鍑鸿骞翠唬鐨勬枃瀛﹂璨屻€傜洰鍓嶄负姝㈤兘鏄緳鐟滃鑰佸笀涓昏锛屽緢鍠滄杩欎綅鑰佸笀鐨勯鏍硷紝浜插垏浼橀泤濞撳〒閬撴潵锛岃瑙ｉ€氫織鏄撴噦銆?1,,,
璁茬殑澶矖绯欎簡鍚э紝瀹屽叏缈讳功閮借窡涓嶄笂,0,,
mooc鐪熺殑甯紝瓒呭枩娆㈣繖閲屻€?1,,,
浣犵殑瀛︿範鎰熷彈,1,,
"涓轰粈涔堣棰戠湅浜嗗ソ鍑犳閮戒笉鏄剧ず  涓嶈褰曞涔犳垚缁╃殑鍚楋紵锛燂紵
",0,,
鑰佸笀璁茶寰堟湁瓒ｏ紝璇剧▼鍐呭姣旇緝绠€鍗曟槗鎳?1,,,
璇剧▼鍐呭鏂伴锛岃浜烘敹鑾峰緢澶с€?1,,,
褰€佸笀璁茶寰堝ソ,1,,
涓€鏄熷ソ璇勶紝澶紑蹇冧簡锛岃鎴戜滑鑳藉湪鐤儏鏈熼棿璁ょ湡瀛︿範鍐欑瑪璁般€?0,,,
缃戜笂鎺堣璁╂垜鑳藉闅忔椂鏂逛究鐨勫涔犵煡璇嗐€?1,,,
鑰佸笀浠兘杈涜嫤浜嗭紝鏁欏鐨勯潪甯稿ソ锛屽鍒颁簡寰堝涓滆タ,1,,
娌℃湁鎬诲垎鍒版渶鍚?0,,,
璇剧▼鍏ㄧ湅瀹屼笉鏄剧ず娌″涔犻€氬ソ,0,,
缁忚繃杩欐鏃堕棿鐨勫涔狅紝鏀惰幏寰堝宸ヤ綔鍜岀敓娲讳究鎹疯蒋浠讹紝涔熻璇嗗埌鑷繁鍦ㄥ緢澶氭柟闈㈢殑涓嶈冻锛岀潱淇冭嚜宸辫涓嶆柇鐨勫涔犳柊鐭ヨ瘑,1,,
鍌婚€兼潵鐨勶紝缁欒烦鎴戣繖閲?0,,,
涓轰粈涔堟€绘槸绯荤粺寮傚父 浣滀笟閮芥彁浜や笉浜?0,,,
鏈夊緢澶氬涔犲唴瀹?1,,,
鍏朵腑鏈夐敊璇紝PPT鏈夌殑閮藉仛閿欎簡锛岃鐨勮瘽涔熸湁閿欑殑锛岃浜哄瓙寮燂紒,0,,
杩欒绛旀璺熼涓€鏍峰瀮鍦撅紝five,0,,
浠€涔堣皝杞欢鐐归兘鐐逛笉寮€,0,,
鍦ㄨ繖涓椂鏈熼潪甯告湁鏁?1,,,
寰堝枩娆?鍙互闅忔椂鍋滀笅鍋氱瑪璁?鑰佸笀璁茶В閫熷害涔熷垰鍒氬ソ 閰嶅悎PPT鍋氱瑪璁板緢鏂逛究,1,,
鐭ヨ瘑鐐硅瑙ｆ竻妤氾紝缁撳悎瀹為檯浠嬬粛鐞嗚鐨勫簲鐢紝,1,,
宸瘎锛屽仛瀹岄鍚庢病鏈夎В鏋愶紝鏍规湰瀛︿笉鍒颁粈涔堬紝鍨冨溇杞欢銆?0,,,
涓€鏄熶篃涓嶆兂缁欙紝 璇村ソ鐨勬湡鏈€冭瘯鏃堕棿 杩熻繜灏变笉鍑烘垚缁? 杩欎笅濂?鎸傝浜嗐€傘€傘€傚仛浜哄仛鑰佸笀棣栧厛璁茬┒鐨勫氨鏄瘹淇★紝 鏈変簨澶у閮藉彲浠ョ悊瑙?浣嗘槸鍚屽鍦ㄨ璁洪噷闈㈣閭ｄ箞澶氭蹇偣鍑烘垚缁?杩欎釜鑰佸笀杩樻槸鏃犲姩浜庤》锛佹偍鐭ラ亾鎸傜鎰忓懗鐫€浠€涔堝悧锛熸偍鏈変綋璋呰繃杩欎箞澶氬鐢熷悧锛熷ぉ澶╃潄鐪煎氨鐪嬫偍鐨勬垚缁?涓€鐩村氨鏄笉鍑烘潵 ,0,,
鎮ㄨ璇剧殑閫熷害杩樿兘鍐嶅揩鐐逛箞锛?0,,,
杩欑粌涔犻閮芥病鏈夌瓟妗堢殑鍛€,0,,
杩欒儗鏅厤涔愶紝鏈夌偣鍠у澶轰富浜嗐€?0,,,
"emmm鎶妏pt缁欐垜, 鎴戜篃鑳借璇?,0
鎸哄ソ鐨勮绋嬶紝鏈夊涔犱环鍊?",,,
",1
寰堜笉閿欑殑锛岀敤璧锋潵寰堟柟渚裤€?1
鍒峰畬瑙嗛璁板綍澶辨晥锛屾墍浠ュ埌搴曡鐪嬪灏戦亶锛燂紵锛燂紵,0
璇剧▼璁剧疆鐨勯潪甯告,1
涓嶅ソ鍟?鎸哄け鏈涚殑",,,
",0
鑰佸笀璁茶璁茬殑寰堝ソ锛屽唴瀹规繁鍏ユ祬鍑猴紝妗堜緥鐢熷姩鏈夎叮锛岃创杩戠敓娲汇€傝鍚庝範棰樺垏涓噸鐐癸紝璁╂垜鏇村ソ鎺屾彙璇惧爞鍐呭銆傞€氳繃瀵规湰娆¤绋嬬殑瀛︿範锛屾垜瀵逛細璁″鍐呭鏈変簡娣卞埢鐨勪簡瑙ｄ笌璁よ瘑銆傛劅璋㈣€佸笀浠殑杈涜嫤浠樺嚭锛侊紒,1
骞稿ソ鍙婃椂鐪嬩簡鏈湡闄堟槍鍑€佸笀鐨勮绋嬶紝浠旂粏鑱嗗惉骞惰鐪熷仛浜嗙瑪璁般€傝€佸笀瀵规垜鐨勯棶棰樼殑瑙ｇ瓟鍙婃椂鐐规嫧浜嗘垜锛屽鑰冪爺澶卞埄蹇冩儏鏋佸害浣庤惤鐨勯椇濂虫垜鐭ラ亾璇ユ€庝箞鍋氫簡锛屽皯璇存暀锛岀粰濂规椂闂淬€傝阿璋㈣€佸笀锛?1
鎸哄ソ鐨勫鎴戞湁甯姪,1
鑰冭瘯鏃堕棿灏变竴澶┞凤紝涔熶笉鎻愬墠璇淬€傜洿鎺ラ敊杩囷紝浣滀笟杩樿浜掕瘎銆傘€傘€傘€傘€傘€?0
鎴戣寰楄繖娆¤绋嬫尯濂界殑銆傜綉涓婁細璁＄殑寮€璁句笌绾夸笅璇剧▼鐩歌緟鐩告壙锛屼簰鐩歌ˉ鍏咃紝涓板瘜浜嗕細璁″鐨勫唴瀹广€?1
澶绉樹簡锛侊紒,1
闈炲父濂斤紝璁╂垜鏇村ソ鐨勫涔犱簡杩欓棬璇撅紝鍦ㄧ柅鎯呮湡闂村府鍔╀簡鎴戝緢澶氥€傝€佸笀涓婅鐢熷姩鏈夎叮锛岃€屼笖杩欑褰㈠紡渚夸簬鎴戜滑杩涜澶嶄範銆?1
鏋佸叿瓒ｅ懗 寮曚汉鍏ヨ儨 鑰佸笀浠殑姘村钩闈炲父楂?鍊煎緱鍙嶅瀛︿範 寮虹儓鎺ㄨ崘锛?1
鎵规敼璇曞嵎涓嶅噯纭?0
澶崱缃戠珯涓嶆祦鐣?0
闈炲父濂借€佸笀璁茬殑寰堟竻妤?1
闈炲父濂界殑璇剧▼锛岃€佸笀璁叉巿娓呮櫚",,,
",1
鑰佸笀浠殑璁茶В闈炲父鐨勭粏鑷达紝璁╂垜鍙楃泭鍖祬锛?1
鏁翠綋鍗佸垎涓嶉敊锛岀煡璇嗙偣娓呮櫚鏄庝簡锛屽笇鏈涙湡鏈€冭瘯锛堢焊闈級绠€鍗曚竴鐐癸紝鍚涓翠簲鏈€楂樻寕绉戠巼灏辨槸杩欓棬浜?1
闃垮彂鏄惁鐩栫壒濞?1
娓?    璋?涓敾绗旈兘寰楄€佸崐澶?0
瀹為獙骞冲彴杩炴帴杩涘幓灏辨槸榛戝睆鐘舵€佸悧锛屾彁绀烘棤娉曡繛鎺KS,0
鑰佸笀浠鐨勯兘瓒呯骇濂斤紒",,,
",1
缁欎簡鎴戝緢澶氬垱鏂版柟闈㈢殑鐭ヨ瘑锛屼娇鎴戣幏鐩婂尓娴?1
鎰熻鑰佸笀灏辨槸鐓т功蹇典竴閬?0
澶暦琛嶄簡鎴戣寰?0
鍗″崱鐨勶紝涓€瀹氭椂闂村唴鎵撲笉寮€",,,
",0
鏁欏笀璁茶闈炲父妫?0
瀛﹀埌寰堝鐭ヨ瘑锛屽彈鐩婂尓娴呫€?""",1,,
璇剧▼鍐呭寰堝ソ锛屽钩鍙颁娇鐢ㄤ綋楠屾瀬宸?0,,,
杩欓棬璇剧▼濂藉儚鎵撳紑浜嗘垜瀵瑰競鍦鸿鐭ョ殑澶ч棬锛屼娇鎴戞槑鐧戒簡璁稿璁稿,1,,
鐓ф湰瀹ｇ锛屼竴涓緥棰橀兘涓嶈,0,,
瀛﹀埌浜嗚澶氫互鍓嶆湭鐭ョ殑鍐呭锛屽紑鍗锋湁鐩婏紝鏈夊涔犲氨鏈夋彁楂橈紒,1,,
闈炲父鐨刵ice,1,,
鍨冨溇绯荤粺鏃犺,0,,
鑰佸笀鐨勯€昏緫鎬у樊锛屾湁鐢ㄥ叧閿殑瀛︿範鐐瑰皯锛岃寰楀ぇ閮ㄥ垎閮芥槸绌鸿瘽锛岃寰楀緢姝绘澘銆傚涔犺繃绋嬩腑娌℃湁涔愯叮锛屼箯鍛筹紝鐞嗚В璧锋潵寰堝洶闅俱€?0,,,
"鏇村姞娣卞埢鐨勬帰璁ㄥ摬瀛︼紝浠や汉澶у紑鐪肩晫
",0,,
鑰佸笀寰堣礋璐ｏ紝鏈変换浣曢棶棰橀兘浼氬強鏃剁瓟澶?1,,,
鍙嶅簲澶參锛岀湅杩囩殑绔熺劧鏄剧ず杩涘害涓嶅,0,,
寰堝ソ锛屽涔犱篃鑳芥姇鍏?1,,,
鐪熷ソ鐪熸鐪熶笉閿?1,,,
姝︽眽鍔犳补!杩欏彞璇濅笉浠呬粎鏄鍓嶇嚎鍖绘姢浜哄憳鐨勯紦鍔憋紝鏇存槸瀵瑰浗瀹惰兘鍔涚殑淇′换銆傚笇鏈涘瘨鍐棭鏃ョ粨鏉燂紝鐤儏灏藉揩瑙ｉ櫎锛岃鎴戜滑涓€璧疯繋鎺ヤ竴涓喘鏂扮殑鏄ュぉ!!,1,,
璁╂垜鐭ラ亾浜嗗緢澶氫笉鍚岃喅椋熺殑涓嶅悓濂藉锛岃繕鏈夋€庝箞姝ｇ‘鐨勮ˉ鍏呯淮鐢熺礌,1,,
鎴戝鍒颁簡寰堝鐭ヨ瘑锛屾帉鎻′簡 涓€瀹氱殑鎶€鑳斤紝鏀惰幏棰囧銆?1,,,
闈炲父濂斤紝鍙楃泭棰囧銆?1,,,
浣滀笟绯荤粺鏄湡鐨勫瀮鍦?0,,,
璁茬殑涓滆タ澶畝鍗曚簡,0,,
杩欏爞璇剧壒鍒ソ锛岃€佸笀浼樼,1,,
鏀惰幏婊℃弧锛屽蹇冪悊瀛︽湁浜嗘柊鐨勮璇嗭紝涓€瀹氬ソ濂藉惉璇撅紝澶氬厖鐢碉紝鍏呭疄鑷繁銆?1,,,
濂芥淮寰堝晩鍟婂晩鍟?1,,,
瀵逛簬鐢熶俊鍒嗘瀽鏉ヨ锛屾槸涓緢鍩虹鐨勮绋嬶紝鑰佸笀璁茬殑涔熷緢缁嗚嚧锛屽氨鏄墦浠ｇ爜鐨勯〉闈㈤渶瑕佽皟澶х偣锛岀湅璧锋潵璐瑰姴,1,,
杩欓棬璇剧▼锛岃€佸笀璁茬殑寰堣鐪燂紝寰堣缁嗭紝璇剧▼鍐呭鐢熷姩鏈夎叮锛岃鎴戝彈鐩婂尓娴咃紝瀛﹀埌浜嗗緢澶氬唴瀹癸紝璇惧悗娴嬭瘯棰樹篃寰堢簿鐐硷紝甯姪鎴戝湪瀛︿範鍚庡強鏃跺珐鍥哄涔犲鍒扮殑鐭ヨ瘑銆?1,,,
澶崱浜嗭紝鐪嬪畬浜嗘病杩涘害鐪熺殑鐑?0,,,
鍏ㄥ紕浜嗗嚑閬嶏紝杩樻槸娌℃湁瀹屾垚,0,,
杩欒澶ソ浜嗭紝瀛﹀埌寰堝涓滆タ,1,,
